Proprietary Name	NDC Package Code	Strength	Dosage Form	Route	Appl. No.	Labeler Name	Product NDC	Nonproprietary Name	Substance Name	Product Type Name	Start Marketing Date	End Marketing Date	Market Category	Package Description	Pharm Class	DEA	Sample Package	Listing Record Certified Through:
phendimetrazine tartrate	12634-539-42	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	42 TABLET in 1 BOTTLE (12634-539-42)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-45	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	45 TABLET in 1 BOTTLE (12634-539-45)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-50	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	50 TABLET in 1 BOTTLE (12634-539-50)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-52	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	12 TABLET in 1 BLISTER PACK (12634-539-52)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-54	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	14 TABLET in 1 BLISTER PACK (12634-539-54)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-57	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	20 TABLET in 1 BLISTER PACK (12634-539-57)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-58	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	28 TABLET in 1 BLISTER PACK (12634-539-58)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-59	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	30 TABLET in 1 BLISTER PACK (12634-539-59)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-60	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	60 TABLET in 1 BOTTLE (12634-539-60)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-61	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	10 TABLET in 1 BLISTER PACK (12634-539-61)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-63	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	3 TABLET in 1 BLISTER PACK (12634-539-63)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-66	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	6 TABLET in 1 BLISTER PACK (12634-539-66)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-67	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	7 TABLET in 1 BLISTER PACK (12634-539-67)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-69	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	9 TABLET in 1 BLISTER PACK (12634-539-69)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-71	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	30 TABLET in 1 BOTTLE (12634-539-71)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-74	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	24 TABLET in 1 BOTTLE (12634-539-74)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-78	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	28 TABLET in 1 BOTTLE (12634-539-78)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-79	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	25 TABLET in 1 BOTTLE (12634-539-79)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-80	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	20 TABLET in 1 BOTTLE (12634-539-80)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-81	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	21 TABLET in 1 BOTTLE (12634-539-81)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-82	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	12 TABLET in 1 BOTTLE (12634-539-82)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-84	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	14 TABLET in 1 BOTTLE (12634-539-84)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-85	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	15 TABLET in 1 BOTTLE (12634-539-85)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-90	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	90 TABLET in 1 BOTTLE (12634-539-90)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-91	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	1 TABLET in 1 BLISTER PACK (12634-539-91)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-92	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	2 TABLET in 1 BOTTLE (12634-539-92)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-93	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	3 TABLET in 1 BOTTLE (12634-539-93)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-94	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	4 TABLET in 1 BOTTLE (12634-539-94)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-95	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	5 TABLET in 1 BOTTLE (12634-539-95)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-96	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	6 TABLET in 1 BOTTLE (12634-539-96)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-97	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	7 TABLET in 1 BOTTLE (12634-539-97)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-98	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	8 TABLET in 1 BOTTLE (12634-539-98)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
phendimetrazine tartrate	12634-539-99	35 mg/1	TABLET	ORAL	ANDA089452	Apotheca Inc.	12634-539	phendimetrazine tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	07/05/2000	N/A	ANDA	9 TABLET in 1 BOTTLE (12634-539-99)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	71335-0324-5	35 mg/1	TABLET	ORAL	ANDA091042	Bryant Ranch Prepack	71335-0324	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	7 TABLET in 1 BOTTLE (71335-0324-5)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2021
Phendimetrazine Tartrate	71335-0324-7	35 mg/1	TABLET	ORAL	ANDA091042	Bryant Ranch Prepack	71335-0324	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	42 TABLET in 1 BOTTLE (71335-0324-7)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2021
Phendimetrazine Tartrate	68788-9743-3	35 mg/1	TABLET	ORAL	ANDA085588	"Preferred Pharmaceuticals, Inc."	68788-9743	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	08/19/1997	N/A	ANDA	30 TABLET in 1 BOTTLE (68788-9743-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2021
Phendimetrazine Tartrate	71335-0074-1	35 mg/1	TABLET	ORAL	ANDA091042	Bryant Ranch Prepack	71335-0074	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	30 TABLET in 1 BOTTLE (71335-0074-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2021
Phendimetrazine Tartrate	71335-0074-4	35 mg/1	TABLET	ORAL	ANDA091042	Bryant Ranch Prepack	71335-0074	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	15 TABLET in 1 BOTTLE (71335-0074-4)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2021
Phendimetrazine Tartrate	43063-510-56	35 mg/1	TABLET	ORAL	ANDA091042	"PD-Rx Pharmaceuticals, Inc."	43063-510	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	"56 TABLET in 1 BOTTLE, PLASTIC (43063-510-56)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2021
Phendimetrazine Tartrate	50090-2235-9	35 mg/1	TABLET	ORAL	ANDA091042	A-S Medication Solutions	50090-2235	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	30 TABLET in 1 BOTTLE (50090-2235-9)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	43063-510-14	35 mg/1	TABLET	ORAL	ANDA091042	"PD-Rx Pharmaceuticals, Inc."	43063-510	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	"14 TABLET in 1 BOTTLE, PLASTIC (43063-510-14)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2021
Phendimetrazine Tartrate	71335-0324-2	35 mg/1	TABLET	ORAL	ANDA091042	Bryant Ranch Prepack	71335-0324	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	90 TABLET in 1 BOTTLE (71335-0324-2)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2021
Phendimetrazine Tartrate	50090-2235-1	35 mg/1	TABLET	ORAL	ANDA091042	A-S Medication Solutions	50090-2235	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	42 TABLET in 1 BOTTLE (50090-2235-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	50090-2235-3	35 mg/1	TABLET	ORAL	ANDA091042	A-S Medication Solutions	50090-2235	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	60 TABLET in 1 BOTTLE (50090-2235-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	50090-2592-9	35 mg/1	TABLET	ORAL	ANDA085588	A-S Medication Solutions	50090-2592	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	08/19/1977	N/A	ANDA	112 TABLET in 1 BOTTLE (50090-2592-9)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	50090-2235-8	35 mg/1	TABLET	ORAL	ANDA091042	A-S Medication Solutions	50090-2235	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	84 TABLET in 1 BOTTLE (50090-2235-8)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	10702-045-01	35 mg/1	TABLET	ORAL	ANDA091042	"KVK-TECH, INC"	10702-045	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	100 TABLET in 1 BOTTLE (10702-045-01)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	10702-045-03	35 mg/1	TABLET	ORAL	ANDA091042	"KVK-TECH, INC"	10702-045	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	30 TABLET in 1 BOTTLE (10702-045-03)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	10702-045-10	35 mg/1	TABLET	ORAL	ANDA091042	"KVK-TECH, INC"	10702-045	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	1000 TABLET in 1 BOTTLE (10702-045-10)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	10702-077-01	35 mg/1	TABLET	ORAL	ANDA091042	"KVK-TECH, INC"	10702-077	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	100 TABLET in 1 BOTTLE (10702-077-01)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	10702-077-03	35 mg/1	TABLET	ORAL	ANDA091042	"KVK-TECH, INC"	10702-077	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	30 TABLET in 1 BOTTLE (10702-077-03)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	10702-077-10	35 mg/1	TABLET	ORAL	ANDA091042	"KVK-TECH, INC"	10702-077	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	1000 TABLET in 1 BOTTLE (10702-077-10)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	10702-078-01	35 mg/1	TABLET	ORAL	ANDA091042	"KVK-TECH, INC"	10702-078	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	100 TABLET in 1 BOTTLE (10702-078-01)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	10702-078-03	35 mg/1	TABLET	ORAL	ANDA091042	"KVK-TECH, INC"	10702-078	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	30 TABLET in 1 BOTTLE (10702-078-03)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	10702-078-10	35 mg/1	TABLET	ORAL	ANDA091042	"KVK-TECH, INC"	10702-078	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	1000 TABLET in 1 BOTTLE (10702-078-10)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	50090-2235-7	35 mg/1	TABLET	ORAL	ANDA091042	A-S Medication Solutions	50090-2235	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	56 TABLET in 1 BOTTLE (50090-2235-7)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	50090-2235-0	35 mg/1	TABLET	ORAL	ANDA091042	A-S Medication Solutions	50090-2235	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	100 TABLET in 1 BOTTLE (50090-2235-0)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	50090-2235-6	35 mg/1	TABLET	ORAL	ANDA091042	A-S Medication Solutions	50090-2235	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	21 TABLET in 1 BOTTLE (50090-2235-6)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	50090-2235-5	35 mg/1	TABLET	ORAL	ANDA091042	A-S Medication Solutions	50090-2235	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	14 TABLET in 1 BOTTLE (50090-2235-5)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	50090-2235-4	35 mg/1	TABLET	ORAL	ANDA091042	A-S Medication Solutions	50090-2235	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/15/2010	N/A	ANDA	7 TABLET in 1 BOTTLE (50090-2235-4)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	68071-3062-6	35 mg/1	TABLET	ORAL	ANDA085588	"NuCare Pharmaceuticals, Inc."	68071-3062	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	08/19/1997	N/A	ANDA	60 TABLET in 1 BOTTLE (68071-3062-6)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	68071-3040-3	105 mg/1	"CAPSULE, EXTENDED RELEASE"	ORAL	NDA018074	"NuCare Pharmaceuticals, Inc."	68071-3040	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	09/06/1977	N/A	NDA	"30 CAPSULE, EXTENDED RELEASE in 1 BOTTLE (68071-3040-3)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
Phendimetrazine Tartrate	68071-3062-3	35 mg/1	TABLET	ORAL	ANDA085588	"NuCare Pharmaceuticals, Inc."	68071-3062	Phendimetrazine Tartrate	PHENDIMETRAZINE TARTRATE	HUMAN PRESCRIPTION DRUG	08/19/1997	N/A	ANDA	30 TABLET in 1 BOTTLE (68071-3062-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIII	No	12/31/2020
